locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEMGDAED_02252	CDS	261				hypothetical protein
LEMGDAED_02253	CDS	765				hypothetical protein
LEMGDAED_02254	CDS	306			COG1123	putative ABC transporter ATP-binding protein
LEMGDAED_02255	CDS	126				hypothetical protein
LEMGDAED_02256	CDS	351				hypothetical protein
LEMGDAED_02257	CDS	447				hypothetical protein
LEMGDAED_02258	CDS	408				hypothetical protein
LEMGDAED_02259	CDS	210				hypothetical protein
LEMGDAED_02260	CDS	768				hypothetical protein
LEMGDAED_02261	CDS	612	arsB_1		COG1055	Arsenical pump membrane protein
LEMGDAED_02262	CDS	168	aroQ_2	4.2.1.10		3-dehydroquinate dehydratase
LEMGDAED_02263	CDS	192	glyA_2	2.1.2.1		Serine hydroxymethyltransferase
LEMGDAED_02264	CDS	1257	rlmD_1	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
LEMGDAED_02265	CDS	1044	cysK_1	2.5.1.47		Cysteine synthase
LEMGDAED_02266	CDS	1368	dctA2		COG1301	C4-dicarboxylate transport protein 2
LEMGDAED_02267	CDS	288				hypothetical protein
LEMGDAED_02268	CDS	1002				hypothetical protein
LEMGDAED_02269	CDS	801	prs_1			Putative ribose-phosphate pyrophosphokinase
LEMGDAED_02270	CDS	258	grxC_1		COG0695	Glutaredoxin 3
LEMGDAED_02271	CDS	561				hypothetical protein
LEMGDAED_02272	CDS	846				hypothetical protein
LEMGDAED_02273	CDS	822				hypothetical protein
LEMGDAED_02274	CDS	1281	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LEMGDAED_02275	CDS	255	vapB		COG4423	Antitoxin VapB
LEMGDAED_02276	CDS	414		3.1.-.-	COG3742	Ribonuclease VapC42
LEMGDAED_02277	CDS	915		3.8.1.3	COG0596	Fluoroacetate dehalogenase
LEMGDAED_02278	tRNA	87				tRNA-Leu(cag)
LEMGDAED_02279	CDS	1737	xerC_3			Tyrosine recombinase XerC
LEMGDAED_02280	CDS	498				hypothetical protein
LEMGDAED_02281	tRNA	76				tRNA-Ala(ggc)
LEMGDAED_02282	CDS	405				hypothetical protein
LEMGDAED_02283	CDS	669				hypothetical protein
LEMGDAED_02284	CDS	741	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LEMGDAED_02285	CDS	822				hypothetical protein
LEMGDAED_02286	CDS	501				hypothetical protein
LEMGDAED_02287	CDS	315				hypothetical protein
LEMGDAED_02288	CDS	837				hypothetical protein
LEMGDAED_02289	CDS	1107	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
LEMGDAED_02290	CDS	945	tyrC_1	1.3.1.43		Cyclohexadienyl dehydrogenase
LEMGDAED_02291	CDS	588				hypothetical protein
LEMGDAED_02292	tRNA	76				tRNA-Thr(cgt)
LEMGDAED_02293	CDS	246				hypothetical protein
LEMGDAED_02294	CDS	1056				hypothetical protein
LEMGDAED_02295	CDS	1143			COG0614	putative protein
LEMGDAED_02296	CDS	1089	btuC_1			Vitamin B12 import system permease protein BtuC
LEMGDAED_02297	CDS	579				hypothetical protein
LEMGDAED_02298	CDS	594				hypothetical protein
LEMGDAED_02299	CDS	1488	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LEMGDAED_02300	CDS	405				hypothetical protein
LEMGDAED_02301	CDS	642				hypothetical protein
LEMGDAED_02302	CDS	387				hypothetical protein
LEMGDAED_02303	CDS	1107	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LEMGDAED_02304	CDS	186				hypothetical protein
LEMGDAED_02305	CDS	273				hypothetical protein
LEMGDAED_02306	CDS	744				hypothetical protein
LEMGDAED_02307	CDS	387				hypothetical protein
LEMGDAED_02308	CDS	456				hypothetical protein
LEMGDAED_02309	CDS	1155	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
LEMGDAED_02310	CDS	684	pdhS	2.7.13.3		Cell-division control histidine kinase PdhS
LEMGDAED_02311	CDS	756			COG2239	Magnesium transporter MgtE
LEMGDAED_02312	CDS	1365	lutA_1			Lactate utilization protein A
LEMGDAED_02313	CDS	714				hypothetical protein
LEMGDAED_02314	CDS	1143	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
LEMGDAED_02315	CDS	261				hypothetical protein
LEMGDAED_02316	CDS	549				hypothetical protein
LEMGDAED_02317	CDS	1923	cadA	3.6.3.3		Cadmium-transporting ATPase
LEMGDAED_02318	CDS	231	copZ_1			Copper chaperone CopZ
LEMGDAED_02319	CDS	885	pgrR_2			HTH-type transcriptional regulator PgrR
LEMGDAED_02320	CDS	300				hypothetical protein
LEMGDAED_02321	CDS	267				hypothetical protein
LEMGDAED_02322	CDS	213				hypothetical protein
LEMGDAED_02323	CDS	804				hypothetical protein
LEMGDAED_02324	CDS	696				hypothetical protein
LEMGDAED_02325	CDS	1980	zosA_1	3.6.3.-	COG2217	Zinc-transporting ATPase
LEMGDAED_02326	CDS	1428		3.1.-.-	COG1236	Ribonuclease
LEMGDAED_02327	CDS	387				hypothetical protein
LEMGDAED_02328	CDS	330				hypothetical protein
LEMGDAED_02329	CDS	207				hypothetical protein
LEMGDAED_02330	CDS	354				hypothetical protein
LEMGDAED_02331	CDS	330	bigR_1		COG0640	Biofilm growth-associated repressor
LEMGDAED_02332	CDS	699	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
LEMGDAED_02333	CDS	1134			COG0577	putative ABC transporter permease
LEMGDAED_02334	CDS	1251	mdtA_4			Multidrug resistance protein MdtA
LEMGDAED_02335	CDS	984	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LEMGDAED_02336	CDS	2205				hypothetical protein
LEMGDAED_02337	CDS	471				hypothetical protein
LEMGDAED_02338	CDS	516	yodB_1		COG3038	Cytochrome b561 
LEMGDAED_02339	CDS	399				hypothetical protein
LEMGDAED_02340	CDS	372				hypothetical protein
LEMGDAED_02341	CDS	666	engB_1		COG0218	putative GTP-binding protein EngB
LEMGDAED_02342	CDS	633	vat_1	2.3.1.-		Virginiamycin A acetyltransferase
LEMGDAED_02343	CDS	1488	yidC_1		COG0706	Membrane protein insertase YidC
LEMGDAED_02344	CDS	663				hypothetical protein
LEMGDAED_02345	CDS	534				hypothetical protein
LEMGDAED_02346	CDS	123				hypothetical protein
LEMGDAED_02347	CDS	369	zapA_1			Cell division protein ZapA
LEMGDAED_02348	CDS	645	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
LEMGDAED_02349	CDS	1653	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
LEMGDAED_02350	CDS	540				hypothetical protein
LEMGDAED_02351	CDS	243				hypothetical protein
LEMGDAED_02352	CDS	186				hypothetical protein
LEMGDAED_02353	CDS	195				hypothetical protein
LEMGDAED_02354	CDS	276				hypothetical protein
LEMGDAED_02355	CDS	426	arsC_4	1.20.4.1		Arsenate reductase
LEMGDAED_02356	CDS	528	arsC_5	1.20.4.4		Arsenate reductase
LEMGDAED_02357	CDS	333				hypothetical protein
LEMGDAED_02358	CDS	525				hypothetical protein
LEMGDAED_02359	tRNA	77				tRNA-Arg(cct)
LEMGDAED_02360	CDS	822				hypothetical protein
LEMGDAED_02361	CDS	1275	tgnC_1	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
LEMGDAED_02362	CDS	414				hypothetical protein
LEMGDAED_02363	CDS	708				hypothetical protein
LEMGDAED_02364	CDS	138				hypothetical protein
LEMGDAED_02365	CDS	228				hypothetical protein
LEMGDAED_02366	CDS	891				hypothetical protein
LEMGDAED_02367	CDS	999	pal_3			Peptidoglycan-associated lipoprotein
LEMGDAED_02368	CDS	399				hypothetical protein
LEMGDAED_02369	CDS	555				hypothetical protein
LEMGDAED_02370	CDS	999	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
LEMGDAED_02371	CDS	1032	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
LEMGDAED_02372	CDS	918				hypothetical protein
LEMGDAED_02373	tRNA	85				tRNA-Leu(tag)
LEMGDAED_02374	CDS	1422	tig_1	5.2.1.8	COG0544	Trigger factor
LEMGDAED_02375	CDS	444	aroQ_3	4.2.1.10	COG0757	3-dehydroquinate dehydratase
LEMGDAED_02376	CDS	951	ubiA_1	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
LEMGDAED_02377	CDS	468				hypothetical protein
LEMGDAED_02378	CDS	315				hypothetical protein
LEMGDAED_02379	CDS	912				hypothetical protein
LEMGDAED_02380	CDS	1839	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
LEMGDAED_02381	CDS	798				hypothetical protein
LEMGDAED_02382	CDS	219				hypothetical protein
LEMGDAED_02383	CDS	873	fixP_1		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
LEMGDAED_02384	CDS	171				hypothetical protein
LEMGDAED_02385	CDS	783				hypothetical protein
LEMGDAED_02386	CDS	1287	atoC_1		COG2204	Regulatory protein AtoC
LEMGDAED_02387	CDS	2022	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
LEMGDAED_02388	CDS	330				hypothetical protein
LEMGDAED_02389	CDS	1281				hypothetical protein
LEMGDAED_02390	tRNA	77				tRNA-Met(cat)
LEMGDAED_02391	CDS	522	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LEMGDAED_02392	CDS	1146	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
LEMGDAED_02393	CDS	321				hypothetical protein
LEMGDAED_02394	CDS	594				hypothetical protein
LEMGDAED_02395	CDS	501	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
LEMGDAED_02396	CDS	528				hypothetical protein
LEMGDAED_02397	CDS	1311	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
LEMGDAED_02398	CDS	1131		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
LEMGDAED_02399	CDS	747				hypothetical protein
LEMGDAED_02400	CDS	1374	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
LEMGDAED_02401	CDS	939	wbpB	1.1.1.335	COG0673	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase
LEMGDAED_02402	CDS	261				hypothetical protein
LEMGDAED_02403	CDS	204				hypothetical protein
LEMGDAED_02404	CDS	459				hypothetical protein
LEMGDAED_02405	CDS	495				hypothetical protein
LEMGDAED_02406	CDS	729				hypothetical protein
LEMGDAED_02407	CDS	831				hypothetical protein
LEMGDAED_02408	CDS	1128				hypothetical protein
LEMGDAED_02409	CDS	1668	aspT_1			Aspartate/alanine antiporter
LEMGDAED_02410	CDS	1371				hypothetical protein
LEMGDAED_02411	CDS	237				hypothetical protein
LEMGDAED_02412	CDS	591				hypothetical protein
LEMGDAED_02413	CDS	378	bigR_2		COG0640	Biofilm growth-associated repressor
LEMGDAED_02414	CDS	1077				hypothetical protein
LEMGDAED_02415	CDS	222				hypothetical protein
LEMGDAED_02416	CDS	276				hypothetical protein
LEMGDAED_02417	CDS	1530	asnB_1	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
LEMGDAED_02418	CDS	201				hypothetical protein
LEMGDAED_02419	CDS	201				hypothetical protein
LEMGDAED_02420	CDS	294				hypothetical protein
LEMGDAED_02421	CDS	915	pal_4			Peptidoglycan-associated lipoprotein
LEMGDAED_02422	CDS	180				hypothetical protein
LEMGDAED_02423	CDS	2322				hypothetical protein
LEMGDAED_02424	CDS	1047			COG0630	Type IV secretion system protein VirB11
LEMGDAED_02425	CDS	1350				hypothetical protein
LEMGDAED_02426	CDS	849	virB9_1		COG3504	Type IV secretion system protein virB9
LEMGDAED_02427	CDS	723	virB8_2		COG3736	Type IV secretion system protein virB8
LEMGDAED_02428	CDS	1083				hypothetical protein
LEMGDAED_02429	CDS	204				hypothetical protein
LEMGDAED_02430	CDS	723				hypothetical protein
LEMGDAED_02431	CDS	933				hypothetical protein
LEMGDAED_02432	CDS	2409	virB4_2		COG3451	Type IV secretion system protein virB4
LEMGDAED_02433	CDS	294				hypothetical protein
LEMGDAED_02434	CDS	309				hypothetical protein
LEMGDAED_02435	CDS	840	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
LEMGDAED_02436	CDS	315				hypothetical protein
LEMGDAED_02437	CDS	603				hypothetical protein
LEMGDAED_02438	CDS	315				hypothetical protein
LEMGDAED_02439	CDS	732				hypothetical protein
LEMGDAED_02440	CDS	279				hypothetical protein
LEMGDAED_02441	CDS	591				hypothetical protein
LEMGDAED_02442	CDS	624				hypothetical protein
LEMGDAED_02443	CDS	492				hypothetical protein
LEMGDAED_02444	CDS	234				hypothetical protein
LEMGDAED_02445	CDS	264				hypothetical protein
LEMGDAED_02446	CDS	834				hypothetical protein
LEMGDAED_02447	CDS	1110	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LEMGDAED_02448	CDS	213	megDII	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
LEMGDAED_02449	CDS	177				hypothetical protein
LEMGDAED_02450	CDS	165				hypothetical protein
LEMGDAED_02451	CDS	186				hypothetical protein
LEMGDAED_02452	CDS	186				hypothetical protein
LEMGDAED_02453	CDS	489				hypothetical protein
LEMGDAED_02454	CDS	360				hypothetical protein
LEMGDAED_02455	CDS	867				hypothetical protein
LEMGDAED_02456	CDS	405				hypothetical protein
LEMGDAED_02457	CDS	378	nudL	3.6.1.-		putative Nudix hydrolase NudL
LEMGDAED_02458	CDS	267				hypothetical protein
LEMGDAED_02459	CDS	1230	cca_1	2.7.7.72		CCA-adding enzyme
LEMGDAED_02460	CDS	465	mshD_2	2.3.1.189		Mycothiol acetyltransferase
LEMGDAED_02461	CDS	180	hemF_1	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
LEMGDAED_02462	CDS	525				hypothetical protein
LEMGDAED_02463	CDS	561	lldD_1	1.1.-.-		L-lactate dehydrogenase
LEMGDAED_02464	CDS	768				hypothetical protein
LEMGDAED_02465	CDS	513				hypothetical protein
LEMGDAED_02466	CDS	372				hypothetical protein
LEMGDAED_02467	CDS	564				hypothetical protein
LEMGDAED_02468	CDS	243				hypothetical protein
LEMGDAED_02469	CDS	243				hypothetical protein
LEMGDAED_02470	CDS	699				hypothetical protein
LEMGDAED_02471	tRNA	75				tRNA-Lys(ttt)
LEMGDAED_02472	CDS	900	yofA_2		COG0583	HTH-type transcriptional regulator YofA
LEMGDAED_02473	CDS	1260	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
LEMGDAED_02474	CDS	1473				hypothetical protein
LEMGDAED_02475	CDS	1599				hypothetical protein
LEMGDAED_02476	CDS	660		2.7.2.4	COG0527	Aspartate kinase
LEMGDAED_02477	CDS	747				hypothetical protein
LEMGDAED_02478	CDS	609	ubiX_2	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
LEMGDAED_02479	CDS	1323	ubiD_2	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LEMGDAED_02480	CDS	768	ribX_1			Riboflavin transport system permease protein RibX
LEMGDAED_02481	CDS	759	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
LEMGDAED_02482	CDS	489	aroC_1	4.2.3.5	COG0082	Chorismate synthase
LEMGDAED_02483	CDS	1281	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
LEMGDAED_02484	CDS	681				hypothetical protein
LEMGDAED_02485	CDS	561				hypothetical protein
LEMGDAED_02486	CDS	1182				hypothetical protein
LEMGDAED_02487	CDS	210	cspA_3		COG1278	Cold shock protein CspA
LEMGDAED_02488	CDS	276	rpsU_2		COG0828	30S ribosomal protein S21
LEMGDAED_02489	CDS	258				hypothetical protein
LEMGDAED_02490	CDS	195				hypothetical protein
LEMGDAED_02491	CDS	213				hypothetical protein
LEMGDAED_02492	CDS	1380	serA_2	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LEMGDAED_02493	CDS	288				hypothetical protein
LEMGDAED_02494	CDS	261				hypothetical protein
LEMGDAED_02495	CDS	1629	gsiA_3	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
LEMGDAED_02496	CDS	831	gsiD_6		COG1173	Glutathione transport system permease protein GsiD
LEMGDAED_02497	CDS	978	dppB_6		COG0601	Dipeptide transport system permease protein DppB
LEMGDAED_02498	CDS	1605	appA_2			Oligopeptide-binding protein AppA
LEMGDAED_02499	CDS	843				hypothetical protein
LEMGDAED_02500	CDS	774	rspR_2		COG1802	HTH-type transcriptional repressor RspR
LEMGDAED_02501	CDS	1035				hypothetical protein
LEMGDAED_02502	CDS	474				hypothetical protein
LEMGDAED_02503	CDS	210	fdhD_1		COG1526	Sulfur carrier protein FdhD
LEMGDAED_02504	CDS	300				hypothetical protein
LEMGDAED_02505	CDS	513	rhaS_3			HTH-type transcriptional activator RhaS
LEMGDAED_02506	CDS	852	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
LEMGDAED_02507	CDS	396				hypothetical protein
LEMGDAED_02508	CDS	903				hypothetical protein
LEMGDAED_02509	CDS	186				hypothetical protein
LEMGDAED_02510	CDS	837	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
LEMGDAED_02511	CDS	114				hypothetical protein
LEMGDAED_02512	CDS	330				hypothetical protein
LEMGDAED_02513	CDS	1080	atoC_2		COG2204	Regulatory protein AtoC
LEMGDAED_02514	CDS	1626	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
LEMGDAED_02515	CDS	240				hypothetical protein
LEMGDAED_02516	CDS	222				hypothetical protein
LEMGDAED_02517	CDS	684				hypothetical protein
LEMGDAED_02518	CDS	441				hypothetical protein
LEMGDAED_02519	CDS	1089	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
LEMGDAED_02520	CDS	936				hypothetical protein
LEMGDAED_02521	CDS	492				hypothetical protein
LEMGDAED_02522	CDS	555				hypothetical protein
LEMGDAED_02523	CDS	1500				hypothetical protein
LEMGDAED_02524	CDS	465				hypothetical protein
LEMGDAED_02525	CDS	963				hypothetical protein
LEMGDAED_02526	CDS	879	dapF_1	5.1.1.7	COG0253	Diaminopimelate epimerase
LEMGDAED_02527	CDS	882				hypothetical protein
LEMGDAED_02528	CDS	1059				hypothetical protein
LEMGDAED_02529	CDS	600				hypothetical protein
LEMGDAED_02530	CDS	1230	hyuC_2	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
LEMGDAED_02531	CDS	711	ylmB_2	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
LEMGDAED_02532	CDS	243				hypothetical protein
LEMGDAED_02533	CDS	144				hypothetical protein
LEMGDAED_02534	CDS	258				hypothetical protein
LEMGDAED_02535	CDS	558				hypothetical protein
LEMGDAED_02536	CDS	291				hypothetical protein
LEMGDAED_02537	CDS	159				hypothetical protein
LEMGDAED_02538	CDS	555				hypothetical protein
LEMGDAED_02539	CDS	225				hypothetical protein
LEMGDAED_02540	CDS	618				hypothetical protein
LEMGDAED_02541	CDS	888	parB_1			Chromosome-partitioning protein ParB
LEMGDAED_02542	CDS	831	parA			Chromosome partitioning protein ParA
LEMGDAED_02543	CDS	654	rsmG_1	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
LEMGDAED_02544	CDS	1563	mnmG_1		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
LEMGDAED_02545	CDS	807	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LEMGDAED_02546	CDS	909				hypothetical protein
LEMGDAED_02547	CDS	309				hypothetical protein
LEMGDAED_02548	CDS	1017				hypothetical protein
LEMGDAED_02549	CDS	660				hypothetical protein
LEMGDAED_02550	CDS	351				hypothetical protein
LEMGDAED_02551	CDS	318				hypothetical protein
LEMGDAED_02552	CDS	975				hypothetical protein
LEMGDAED_02553	CDS	618				hypothetical protein
LEMGDAED_02554	CDS	639				hypothetical protein
LEMGDAED_02555	CDS	420	rplQ		COG0203	50S ribosomal protein L17
LEMGDAED_02556	CDS	1017	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LEMGDAED_02557	CDS	588				hypothetical protein
LEMGDAED_02558	CDS	1605	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
LEMGDAED_02559	CDS	921				hypothetical protein
LEMGDAED_02560	CDS	369				hypothetical protein
LEMGDAED_02561	CDS	285				hypothetical protein
LEMGDAED_02562	CDS	177				hypothetical protein
LEMGDAED_02563	CDS	894				hypothetical protein
LEMGDAED_02564	CDS	294				hypothetical protein
LEMGDAED_02565	CDS	1290	aarA	2.3.3.16		Citrate synthase
LEMGDAED_02566	CDS	207				hypothetical protein
LEMGDAED_02567	CDS	582				hypothetical protein
LEMGDAED_02568	CDS	1173				hypothetical protein
LEMGDAED_02569	CDS	111	wecA_1	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
LEMGDAED_02570	CDS	825	nirQ_1		COG0714	Denitrification regulatory protein NirQ
LEMGDAED_02571	CDS	1365	norB_1	1.7.2.5		Nitric oxide reductase subunit B
LEMGDAED_02572	CDS	147	norC_1		COG2010	Nitric oxide reductase subunit C
LEMGDAED_02573	CDS	1278	siaM_2		COG1593	Sialic acid TRAP transporter large permease protein SiaM
LEMGDAED_02574	CDS	576				hypothetical protein
LEMGDAED_02575	CDS	1023			COG1638	Solute-binding protein
LEMGDAED_02576	CDS	960				hypothetical protein
LEMGDAED_02577	CDS	945	hdfR_4			HTH-type transcriptional regulator HdfR
LEMGDAED_02578	CDS	933	ccl	4.1.3.46	COG0119	(R)-citramalyl-CoA lyase
LEMGDAED_02579	CDS	813	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
LEMGDAED_02580	CDS	747				hypothetical protein
LEMGDAED_02581	CDS	738				hypothetical protein
LEMGDAED_02582	CDS	366				hypothetical protein
LEMGDAED_02583	CDS	3075				hypothetical protein
LEMGDAED_02584	CDS	516				hypothetical protein
LEMGDAED_02585	CDS	624				hypothetical protein
LEMGDAED_02586	CDS	342				hypothetical protein
LEMGDAED_02587	CDS	894				hypothetical protein
LEMGDAED_02588	CDS	771				hypothetical protein
LEMGDAED_02589	CDS	477	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
LEMGDAED_02590	CDS	483				hypothetical protein
LEMGDAED_02591	CDS	234				hypothetical protein
LEMGDAED_02592	CDS	567				hypothetical protein
LEMGDAED_02593	CDS	357				hypothetical protein
LEMGDAED_02594	CDS	855				hypothetical protein
LEMGDAED_02595	CDS	351	rhaS_4			HTH-type transcriptional activator RhaS
LEMGDAED_02596	CDS	1209	hcaT			putative 3-phenylpropionic acid transporter
LEMGDAED_02597	CDS	498				hypothetical protein
LEMGDAED_02598	CDS	297				hypothetical protein
LEMGDAED_02599	CDS	255				hypothetical protein
LEMGDAED_02600	CDS	1308	rarA_1		COG2256	Replication-associated recombination protein A
LEMGDAED_02601	CDS	888	cntI_2			Pseudopaline exporter CntI
LEMGDAED_02602	CDS	1332				hypothetical protein
LEMGDAED_02603	CDS	390	crcB_1			Putative fluoride ion transporter CrcB
LEMGDAED_02604	CDS	1257	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
LEMGDAED_02605	CDS	498				hypothetical protein
LEMGDAED_02606	CDS	903	eamA_2		COG0697	putative amino-acid metabolite efflux pump
LEMGDAED_02607	CDS	762				hypothetical protein
LEMGDAED_02608	CDS	894	pgdA_2	3.5.1.-		Peptidoglycan deacetylase
LEMGDAED_02609	CDS	1839		3.2.1.28	COG3387	Trehalase
LEMGDAED_02610	CDS	798	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
LEMGDAED_02611	CDS	1602	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
LEMGDAED_02612	CDS	513				hypothetical protein
LEMGDAED_02613	CDS	327				hypothetical protein
LEMGDAED_02614	CDS	678				hypothetical protein
LEMGDAED_02615	CDS	447				hypothetical protein
LEMGDAED_02616	CDS	177				hypothetical protein
LEMGDAED_02617	CDS	339				hypothetical protein
LEMGDAED_02618	CDS	321	fdxE		COG0633	Ferredoxin-6
LEMGDAED_02619	CDS	549				hypothetical protein
LEMGDAED_02620	CDS	765	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
LEMGDAED_02621	CDS	291	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
LEMGDAED_02622	CDS	900	rcnA		COG2215	Nickel/cobalt efflux system RcnA
LEMGDAED_02623	CDS	651	yecS_4		COG0765	L-cystine transport system permease protein YecS
LEMGDAED_02624	CDS	663	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
LEMGDAED_02625	CDS	786				hypothetical protein
LEMGDAED_02626	CDS	210				hypothetical protein
LEMGDAED_02627	CDS	327				hypothetical protein
LEMGDAED_02628	CDS	936	xerD_1			Tyrosine recombinase XerD
LEMGDAED_02629	CDS	144				hypothetical protein
LEMGDAED_02630	CDS	363				hypothetical protein
LEMGDAED_02631	tRNA	76				tRNA-Glu(ctc)
LEMGDAED_02632	CDS	453				hypothetical protein
LEMGDAED_02633	CDS	111				hypothetical protein
LEMGDAED_02634	CDS	342				hypothetical protein
LEMGDAED_02635	CDS	1323	fpgS	6.3.2.17		Folylpolyglutamate synthase
LEMGDAED_02636	CDS	423				hypothetical protein
LEMGDAED_02637	CDS	840				hypothetical protein
LEMGDAED_02638	CDS	936				hypothetical protein
LEMGDAED_02639	CDS	552	petA_1	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LEMGDAED_02640	CDS	888				hypothetical protein
LEMGDAED_02641	CDS	864	dppB_7		COG0601	Dipeptide transport system permease protein DppB
LEMGDAED_02642	CDS	252				hypothetical protein
LEMGDAED_02643	CDS	852	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LEMGDAED_02644	CDS	906	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
LEMGDAED_02645	CDS	1128				hypothetical protein
LEMGDAED_02646	CDS	591	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
LEMGDAED_02647	CDS	981				hypothetical protein
LEMGDAED_02648	CDS	642	wcaJ_1	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LEMGDAED_02649	CDS	147				hypothetical protein
LEMGDAED_02650	CDS	918	hslU_1		COG1220	ATP-dependent protease ATPase subunit HslU
LEMGDAED_02651	CDS	276				hypothetical protein
LEMGDAED_02652	CDS	537				hypothetical protein
LEMGDAED_02653	CDS	780	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
LEMGDAED_02654	CDS	486				hypothetical protein
LEMGDAED_02655	CDS	795				hypothetical protein
LEMGDAED_02656	CDS	864				hypothetical protein
LEMGDAED_02657	CDS	603	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
LEMGDAED_02658	CDS	771	ribX_2			Riboflavin transport system permease protein RibX
LEMGDAED_02659	CDS	1266				hypothetical protein
LEMGDAED_02660	CDS	477		1.1.1.93		Tartrate dehydrogenase/decarboxylase
LEMGDAED_02661	CDS	744				hypothetical protein
LEMGDAED_02662	CDS	387				hypothetical protein
